name;maxEnergy;QValue,reactants;products;a0;a1;a2;a3;a4;a5;a6
cl38(p,g)ar39;1.00029705895903e+39;10.733;p cl38;ar39;91.4874;-4.23956;152.452;-253.385;13.739;-0.768182;126.994
cl38(a,g)k42;inf;7.648;he4 cl38;k42;-430.223;3.44161;-628.615;1098.74;-69.8207;4.1307;-491.691
cl39(n,g)cl40;2.3049426283238778e+40;5.829;n cl39;cl40;12.8602;-0.0270037;1.38817;-1.52329;0.0974117;-0.015701;0.606824
cl39(p,g)ar40;6.134579373267927e+38;12.529;p cl39;ar40;93.1696;-4.3033;155.882;-259.84;14.2407;-0.797757;129.767
cl39(a,g)k43;inf;9.218;he4 cl39;k43;-358.725;1.8487;-500.49;889.176;-58.0768;3.48991;-390.498
cl40(n,g)cl41;8.999131138748542e+40;7.853;n cl40;cl41;14.5399;-0.0190647;0.983938;-1.49503;0.00631608;-0.0103406;0.479579
cl40(p,g)ar41;8.052040573174577e+38;12.799;p cl40;ar41;92.6777;-4.35853;158.484;-262.339;14.3146;-0.795769;131.556
cl40(a,g)k44;inf;10.677;he4 cl40;k44;-744.31;11.9824;-1302.22;2130.94;-127.97;7.38594;-998.569
cl41(n,g)cl42;1.6895281458191046e+40;5.72;n cl41;cl42;19.9592;-0.0709336;6.85772;-14.5057;0.785318;-0.0531943;6.17292
cl41(p,g)ar42;4.508105275227718e+38;14.372;p cl41;ar42;94.7152;-4.42239;162.064;-268.945;14.805;-0.833847;134.48
cl41(a,g)k45;inf;11.694;he4 cl41;k45;-747.554;12.0839;-1313.51;2146.25;-128.456;7.37203;-1006.97
cl42(n,g)cl43;2.8522573447762317e+40;7.113;n cl42;cl43;15.1521;-0.029449;2.11225;-4.54775;0.299096;-0.0327172;1.61095
cl42(p,g)ar43;6.156238873864968e+38;14.279;p cl42;ar43;94.5354;-4.46554;163.48;-270.148;14.888;-0.838752;135.289
cl42(a,g)k46;inf;12.856;he4 cl42;k46;-759.054;12.2111;-1327.57;2172.39;-130.117;7.47431;-1018.59
cl43(n,g)cl44;1.4600416622086752e+45;4.033;n cl43;cl44;6.14122;0.0283739;-3.62747;9.24735;-0.465005;-0.00433101;-3.79359
cl43(p,g)ar44;3.3594212687063785e+38;15.522;p cl43;ar44;93.7241;-4.50978;165.004;-271.609;14.9625;-0.843801;136.192
cl43(a,g)k47;inf;14.092;he4 cl43;k47;-786.001;12.4889;-1356.6;2231.31;-134.366;7.78044;-1043.95
cl44(n,g)cl45;7.612401359045033e+39;6.99;n cl44;cl45;16.3654;-0.023248;2.3592;-7.02607;0.416968;-0.0340408;2.38165
cl44(p,g)ar45;4.169422282380332e+38;17.017;p cl44;ar45;94.4939;-4.56138;167.388;-274.898;15.1256;-0.848796;137.914
cl44(a,g)k48;inf;14.558;he4 cl44;k48;-785.941;12.5737;-1365.9;2240.98;-134.492;7.78063;-1050.32
cl45(n,g)cl46;7.942120585882995e+37;2.389;n cl45;cl46;11.875;-0.040315;3.03579;-7.70777;1.02399;-0.094149;2.49616
cl45(p,g)ar46;2.644115147790978e+38;18.101;p cl45;ar46;94.235;-4.60975;169.412;-277.251;15.2305;-0.854359;139.265
cl45(a,g)k49;inf;13.836;he4 cl45;k49;-783.958;12.5715;-1366.71;2238.4;-133.991;7.69486;-1049.74
cl46(n,g)cl47;7.001112204692237e+43;4.081;n cl46;cl47;23.1603;0.0101918;1.52574;-14.6735;1.17381;-0.078759;3.58367
cl46(p,g)ar47;4.399018309926796e+38;18.689;p cl46;ar47;99.2048;-4.6651;172.872;-285.373;15.7696;-0.884022;142.484
cl46(a,g)k50;inf;13.303;he4 cl46;k50;-796.437;12.8769;-1394.65;2280.45;-136.102;7.80238;-1071.27
cl47(n,g)cl48;1.3047731125755562e+37;1.493;n cl47;cl48;11.8484;-0.0693258;5.7267;-11.7144;1.05037;-0.0851855;4.7042
cl47(p,g)ar48;1.1895637805402307e+38;19.892;p cl47;ar48;98.4022;-4.73203;176.544;-289.967;15.9313;-0.884872;145.112
cl47(a,g)k51;inf;13.563;he4 cl47;k51;-805.456;12.9056;-1400.83;2296.23;-137.374;7.88754;-1077.13
cl48(n,g)cl49;3.67990964031023e+45;3.384;n cl48;cl49;22.2591;0.0190747;0.522734;-13.2979;1.16767;-0.0828858;2.70019
cl48(p,g)ar49;1.368899081807883e+38;20.106;p cl48;ar49;109.554;-4.81569;183.575;-308.79;17.3629;-0.976735;152.178
cl48(a,g)k52;inf;14.128;he4 cl48;k52;-818.935;13.2132;-1429.24;2340.12;-139.626;8.00311;-1099.3
cl49(n,g)cl50;1.494543725714726e+36;0.809;n cl49;cl50;14.3223;-0.028602;3.22415;-13.5389;1.67622;-0.141047;3.76331
cl49(p,g)ar50;7.705410762092069e+37;21.383;p cl49;ar50;107.386;-4.86581;185.445;-308.922;17.1756;-0.957437;153.026
cl49(a,g)k53;inf;14.579;he4 cl49;k53;-829.676;13.262;-1437.48;2360.34;-141.244;8.11234;-1107.08
cl50(n,g)cl51;1.3779382895818e+38;2.671;n cl50;cl51;15.8363;-0.0313943;3.20451;-11.1319;0.908524;-0.0684158;3.40295
cl50(p,g)ar51;1.0430863330697633e+38;21.654;p cl50;ar51;113.607;-4.92369;189.331;-319.324;18.0737;-1.02131;156.796
cl50(a,g)k54;inf;14.991;he4 cl50;k54;-836.74;13.2492;-1440.88;2371.37;-142.182;8.17865;-1110.98
cl51(n,)cl52;1.8573090407766645e+34;-0.203;n cl51;cl52;100.004;-7.98944;247.79;-361.368;20.5235;-1.18412;181.263
cl51(p,g)ar52;5.83499610610867e+37;22.866;p cl51;ar52;114.174;-4.93783;188.937;-320.171;18.2878;-1.04135;156.628
cl51(a,g)k55;inf;15.19;he4 cl51;k55;-840.81;13.4003;-1455.16;2391.07;-143.143;8.22758;-1121.44
cl52(p,g)ar53;7.691650118402052e+37;23.291;p cl52;ar53;107.135;-4.90092;182.718;-306.188;17.5251;-1.00679;150.59
cl52(a,g)k56;inf;17.069;he4 cl52;k56;-850.831;13.4877;-1465.79;2412.13;-144.52;8.30881;-1130.51
ar29(n,g)ar30;5.135839874703205e+39;23.3983;n ar29;ar30;7.67812;0.0;0.0;0.78454;0.0158791;-0.00114403;0.0
ar29(a,g)ca33;4.140501027344812e+35;9.05492;he4 ar29;ca33;40.6154;0.0;-70.4479;-0.338552;-0.410332;0.000116775;-0.666667
ar30(n,g)ar31;1.0519744929867793e+40;16.8613;n ar30;ar31;8.65601;0.0;0.0;0.496438;0.0367452;-0.00135434;0.0
ar30(p,)k31;7.537584354594236e+74;-4.92103;p ar30;k31;-13.6055;-57.1061;0.0;14.893;-1.26754;0.079807;-1.5
ar30(a,g)ca34;2.9518045891105994e+35;9.35492;he4 ar30;ca34;41.4584;0.0;-70.5413;-0.80342;-0.316762;-0.0129266;-0.666667
ar31(n,g)ar32;6.034895796769516e+39;21.5645;n ar31;ar32;9.85492;0.0;0.0;-0.324027;0.191147;-0.0127061;0.0
ar31(p,)k32;1.6759591124492043e+132;-1.83603;p ar31;k32;-17.8606;-21.3062;0.0;17.7736;-2.18701;0.179851;-1.5
ar31(a,g)ca35;1.0386050972953567e+36;9.11592;he4 ar31;ca35;43.0178;0.0;-70.6299;-1.02898;-0.325359;-0.00845154;-0.666667
ar32(n,g)ar33;1.319598055645791e+40;15.2553;n ar32;ar33;10.4093;0.0;0.0;-0.214074;0.129622;-0.00588429;0.0
ar32(p,)k33;7.151830260042747e+163;-1.67423;p ar32;k33;-17.7268;-19.4286;0.0;20.2635;-2.76523;0.235117;-1.5
ar32(a,g)ca36;1.5285243276472305e+36;6.66407;he4 ar32;ca36;43.8241;0.0;-70.713;-0.0778489;-0.466075;-0.00979269;-0.666667
ar33(n,g)ar34;1.0376404467081473e+41;17.0644;n ar33;ar34;9.72602;0.0;0.0;0.607673;-0.00457904;0.000938744;0.0
ar33(p,)k34;8.155749519865189e+176;-0.61417;p ar33;k34;-18.9682;-7.12714;0.0;20.7703;-2.95588;0.257828;-1.5
ar33(a,g)ca37;5.173275406146139e+35;6.17647;he4 ar33;ca37;45.9124;0.0;-70.792;-3.32023;0.874694;-0.191591;-0.666667
ar34(n,g)ar35;1.3371715135251966e+44;12.7415;n ar34;ar35;10.6999;0.0;0.0;1.14834;-0.142306;0.00918793;0.0
ar34(p,g)k35;2.42696763662083e+35;0.0845;p ar34;k35;18.9679;0.0;-28.9336;0.251249;-0.0326331;-0.00253518;-0.666667
ar34(a,g)ca38;3.0858817127346717e+35;6.10623;he4 ar34;ca38;48.8813;0.0;-70.8666;-5.98563;0.582779;-0.093842;-0.666667
ar35(n,g)ar36;1.0120747511049372e+39;15.2554;n ar35;ar36;8.76542;0.0;0.0;0.542023;0.0223868;-0.0120062;0.0
ar35(p,g)k36;3.2666098090808613e+31;1.668;p ar35;k36;-3.06454;-2.59171;0.0;0.0;0.0;0.0;-1.5
ar35(p,g)k36;5.309344658022224e+31;1.668;p ar35;k36;21.6289;0.0;-28.9685;0.0;0.0;-1.0;-0.666667
ar35(p,g)k36;4.84515422390746e+35;1.668;p ar35;k36;1.92933;-5.89587;0.0;1.23472;0.677432;-0.0712254;-1.5
ar35(a,g)ca39;1.6448726966063745e+36;6.6519;he4 ar35;ca39;56.5167;0.0;-70.9375;-10.7059;1.44501;-0.179044;-0.666667
ar36(n,g)ar37;6.067239452417342e+40;8.789;n ar36;ar37;14.3636;0.0;0.0;-0.391756;0.0;0.0;0.0
ar36(p,g)k37;5.026313464942966e+34;1.85763;p ar36;k37;4.69769;-3.6251;0.0;0.0;0.0;0.0;-1.5
ar36(p,g)k37;5.016798184312875e+31;1.85763;p ar36;k37;21.4923;0.0;-28.9682;0.0;0.0;-1.0;-0.666667
ar36(p,g)k37;4.284822278043858e+151;1.85763;p ar36;k37;3.18278;-8.98031;0.0;7.50962;-1.68675;0.189725;-1.5
ar36(a,g)ca40;inf;7.03965;he4 ar36;ca40;52.3486;0.0;-71.0046;4.0656;-5.26509;0.683546;-0.666667
ar37(n,g)ar38;1.170489730639541e+41;11.8382;n ar37;ar38;14.7933;0.0;0.0;-0.825362;0.336634;-0.0509617;0.0
ar37(p,g)k38;3.959656086707013e+183;5.142;p ar37;k38;37.7254;0.0;-28.9954;-5.57966;-1.27516;0.217568;-0.666667
ar37(a,g)ca41;1.4692225041065706e+230;6.61502;he4 ar37;ca41;52.7522;0.0;-71.0688;2.71847;-3.17333;0.335323;-0.666667
ar38(n,g)ar39;1.0708545901565897e+40;6.598;n ar38;ar39;12.9307;0.0;0.0;0.0;0.0;0.0;0.0
ar38(n,g)ar39;3.6064431588504566e+40;6.598;n ar38;ar39;14.7699;0.0;0.0;-6.24935;0.0;0.0;0.0
ar38(p,g)k39;2.593196480691399e+210;6.38143;p ar38;k39;35.2834;0.0;-29.0021;-0.525968;-1.94216;0.267346;-0.666667
ar38(a,g)ca42;1.5089359136163577e+135;6.25744;he4 ar38;ca42;52.6394;0.0;-71.1296;2.75299;-2.43406;0.199511;-0.666667
ar39(n,g)ar40;3.357434490798705e+40;9.869;n ar39;ar40;13.7118;0.0;0.0;-0.149706;0.0;0.0;0.0
ar39(n,g)ar40;1.4790051191218237e+41;9.869;n ar39;ar40;15.5766;0.0;0.0;-3.96993;0.0;0.0;0.0
ar39(p,g)k40;3.2359911134814213e+100;7.58216;p ar39;k40;35.9873;0.0;-29.0085;-2.81753;-0.757962;0.099462;-0.666667
ar39(a,g)ca43;inf;7.59154;he4 ar39;ca43;53.0126;0.0;-71.1879;2.58821;-3.67809;0.431537;-0.666667
ar40(n,g)ar41;1.0219302673443928e+40;6.099;n ar40;ar41;15.8548;0.0;0.0;-2.84492;0.0;0.0;1.0
ar40(n,g)ar41;7.938201277451731e+39;6.099;n ar40;ar41;13.406;0.0;0.0;-6.4468;0.0;0.0;0.0
ar40(p,g)k41;1.8084776720861586e+112;7.80815;p ar40;k41;34.4108;0.0;-29.0146;0.65181;-1.50557;0.139974;-0.666667
ar40(a,g)ca44;inf;8.8535;he4 ar40;ca44;51.2366;0.0;-71.2432;6.75101;-5.53183;0.667023;-0.666667
ar41(n,g)ar42;7.855346338035555e+40;9.426;n ar41;ar42;20.0136;-0.0496343;4.39661;-11.9273;1.05979;-0.0809476;4.05719
ar41(p,g)k42;5.76758529664861e+38;9.243;p ar41;k42;116.312;-4.62829;173.571;-303.052;17.7025;-1.0355;146.474
ar41(a,g)ca45;inf;10.17;he4 ar41;ca45;-781.106;12.5449;-1364.94;2234.39;-133.787;7.67449;-1047.29
ar42(n,g)ar43;1.3817470467030906e+44;5.627;n ar42;ar43;7.98561;0.021426;-3.02977;8.06247;-0.414467;0.00295853;-3.29131
ar42(p,g)k43;7.147598008666984e+38;9.46;p ar42;k43;102.707;-4.70123;171.849;-282.869;15.2206;-0.828672;140.551
ar42(a,g)ca46;inf;11.138;he4 ar42;ca46;-808.273;12.7365;-1390.87;2290.85;-137.476;7.89918;-1071.92
ar43(n,g)ar44;3.4693985663478856e+40;8.356;n ar43;ar44;12.5467;-0.0115428;0.124333;0.450934;0.0479574;-0.0245619;-0.366215
ar43(p,g)k44;4.117723227586612e+38;11.122;p ar43;k44;95.3433;-4.66951;169.747;-277.855;15.0691;-0.82997;139.859
ar43(a,g)ca47;inf;12.787;he4 ar43;ca47;-783.994;12.7001;-1381.96;2254.15;-134.525;7.74614;-1058.85
ar44(n,g)ar45;7.114753960977857e+39;5.529;n ar44;ar45;19.1521;-0.0463184;4.46461;-12.8562;1.61075;-0.165487;4.3409
ar44(p,g)k45;3.628854798421969e+38;11.635;p ar44;k45;103.496;-4.79384;178.779;-295.855;16.444;-0.939254;147.521
ar44(a,g)ca48;inf;14.377;he4 ar44;ca48;-788.696;12.8;-1393.31;2270.52;-135.316;7.79989;-1067.49
ar45(n,g)ar46;1.922496903668893e+40;8.073;n ar45;ar46;9.45759;0.00340504;-1.57724;5.10096;-0.259571;-0.0137837;-2.11345
ar45(p,g)k46;3.1835373333752504e+38;12.989;p ar45;k46;98.0378;-4.78076;175.358;-287.506;15.9092;-0.9027;144.267
ar45(a,g)ca49;inf;13.995;he4 ar45;ca49;-808.583;13.0047;-1414.83;2314.15;-138.457;7.99912;-1086.03
ar46(n,g)ar47;1.5631784140081185e+39;4.259;n ar46;ar47;22.1744;-0.0702247;7.33561;-20.3761;2.13377;-0.187336;7.30146
ar46(p,g)k47;1.969662478525444e+38;13.265;p ar46;k47;94.9231;-4.80019;174.216;-282.727;15.1369;-0.809787;142.599
ar46(a,g)ca50;inf;12.276;he4 ar46;ca50;-843.362;13.3845;-1452.87;2391.15;-143.971;8.35655;-1119.15
ar47(n,g)ar48;9.775928440465017e+38;5.284;n ar47;ar48;10.1065;-0.0131785;0.213763;-0.642259;0.326153;-0.050865;-0.228163
ar47(p,g)k48;5.799637453818449e+38;13.505;p ar47;k48;92.1807;-4.82795;173.532;-277.314;14.3714;-0.732591;141.031
ar47(a,g)ca51;inf;12.421;he4 ar47;ca51;-836.496;13.37;-1452.53;2382.34;-142.613;8.18703;-1117.07
ar48(n,g)ar49;2.457834668727295e+37;1.707;n ar48;ar49;17.2385;-0.0644221;6.10943;-17.9891;2.20222;-0.198579;5.94252
ar48(p,g)k49;1.372084987836606e+38;14.905;p ar48;k49;97.9444;-4.92522;181.334;-294.283;16.0977;-0.902749;148.236
ar48(a,g)ca52;inf;12.247;he4 ar48;ca52;-849.187;13.5349;-1469.84;2413.43;-144.549;8.29782;-1131.31
ar49(n,g)ar50;1.2079666478934771e+39;4.661;n ar49;ar50;22.3457;-0.103097;10.2177;-23.5363;1.54899;-0.107143;9.48962
ar49(p,g)k50;9.964116824686152e+37;15.918;p ar49;k50;102.965;-5.01165;187.502;-306.316;16.7677;-0.931527;153.586
ar49(a,g)ca53;inf;12.938;he4 ar49;ca53;-856.258;13.6985;-1485.99;2437.61;-145.7;8.3569;-1143.68
ar50(n,g)ar51;3.2496793112393725e+36;1.08;n ar50;ar51;6.95975;-0.0191957;0.760171;-2.59622;0.977858;-0.118595;0.30932
ar50(p,g)k51;7.6118471846923e+37;15.598;p ar50;k51;99.5036;-5.03269;186.652;-301.692;16.3445;-0.904892;152.138
ar50(a,g)ca54;inf;13.413;he4 ar50;ca54;-868.991;13.8186;-1499.88;2465.65;-147.725;8.48558;-1155.64
ar51(n,g)ar52;4.667875658216945e+38;3.883;n ar51;ar52;17.5775;-0.0280034;3.2005;-11.9075;0.978775;-0.0741144;3.61267
ar51(p,g)k52;5.828207544335966e+37;16.576;p ar51;k52;109.945;-5.13634;195.22;-321.983;17.751;-0.985569;160.251
ar51(a,g)ca55;inf;14.198;he4 ar51;ca55;-880.976;14.0637;-1523.44;2503.34;-149.695;8.58941;-1174.31
ar52(n,g)ar53;1.35802297539765e+108;0.222;n ar52;ar53;-8.22023;0.0685781;-4.3758;17.4237;-1.94579;0.145722;-3.82839
ar52(p,g)k53;4.9619464658877e+37;16.528;p ar52;k53;109.577;-5.16061;195.301;-321.749;17.7802;-0.991923;160.116
ar52(a,g)ca56;inf;14.952;he4 ar52;ca56;-890.349;14.1139;-1531.13;2520.76;-151.109;8.68767;-1181.17
ar53(n,g)ar54;2.573999151641586e+37;2.771;n ar53;ar54;14.7286;-0.0396349;3.89634;-12.7103;1.35875;-0.106822;3.98207
ar53(p,g)k54;4.1456136328055875e+37;17.527;p ar53;k54;96.5537;-5.08525;184.746;-297.314;16.2354;-0.901588;149.82
ar53(a,g)ca57;inf;15.275;he4 ar53;ca57;-907.202;14.3084;-1552.51;2562.07;-153.602;8.83033;-1199.73
ar54(p,g)k55;5.399557020066737e+37;17.626;p ar54;k55;101.68;-5.191;192.245;-309.848;16.8377;-0.928495;155.868
ar54(a,g)ca58;inf;17.273;he4 ar54;ca58;-912.66;14.2819;-1553.94;2568.39;-154.333;8.88952;-1201.6
k31(n,g)k32;3.104497235849077e+39;19.8133;n k31;k32;9.64661;0.0;0.0;-0.620638;0.307498;-0.0256787;0.0
k31(a,g)sc35;4.06563926995306e+35;9.53492;he4 k31;sc35;42.5338;0.0;-73.2242;-0.850282;-0.22634;-0.022833;-0.666667
k32(n,g)k33;6.603255041635785e+39;21.7263;n k32;k33;10.5853;0.0;0.0;-0.477681;0.232368;-0.0198295;0.0
k32(p,)ca33;5.0775540703215894e+179;-0.871029;p k32;ca33;-18.5413;-10.1079;0.0;20.0035;-2.93832;0.261291;-1.5
k32(a,g)sc36;6.3873460707213466e+35;8.94492;he4 k32;sc36;42.4397;0.0;-73.3104;-0.542268;-0.401874;0.00126369;-0.666667
k33(n,g)k34;1.0459420611284953e+40;16.3153;n k33;k34;9.79792;0.0;0.0;-0.0599437;0.109216;-0.00467937;0.0
k33(p,g)ca34;9.290301142565218e+181;0.898971;p k33;ca34;36.6172;0.0;-30.0277;-7.85883;-0.941155;0.206608;-0.666667
k33(a,g)sc37;5.589167819772969e+35;6.34692;he4 k33;sc37;43.4914;0.0;-73.3916;-0.362928;-0.500382;0.00594182;-0.666667
k34(n,g)k35;3.9437960346967394e+42;17.7592;n k34;k35;9.5425;0.0;0.0;-0.0436317;0.125768;-0.00193909;0.0
k34(p,g)ca35;6.121791785741269e+227;1.20597;p k34;ca35;36.6033;0.0;-30.0364;-5.6016;-1.67829;0.284814;-0.666667
k34(a,g)sc38;3.443656541176229e+35;5.88092;he4 k34;sc38;44.1795;0.0;-73.4689;-1.11837;-0.423848;0.00242462;-0.666667
k35(n,g)k36;1.6879288938613306e+43;14.3286;n k35;k36;8.92778;0.0;0.0;0.684453;0.0116013;0.00286458;0.0
k35(p,g)ca36;7.753461208663027e+33;2.556;p k35;ca36;3.05288;-5.30233;0.0;0.0;0.0;0.0;-1.5
k35(p,g)ca36;4.69504617340034e+67;2.556;p k35;ca36;19.5074;0.0;-29.9725;1.17665;-0.431989;0.0488304;-0.666667
k35(a,g)sc39;6.307707365351874e+34;5.42404;he4 k35;sc39;44.3089;0.0;-73.542;-2.20522;-0.0580847;-0.0436294;-0.666667
k36(n,g)k37;2.604358631039221e+40;15.4453;n k36;k37;11.7972;0.0;0.0;-0.0219877;0.0899246;-0.00523424;0.0
k36(p,g)ca37;2.6078046498225647e+35;3.023;p k36;ca37;7.59085;-11.512;0.0;0.0;0.0;0.0;-1.5
k36(p,g)ca37;1.8976411776825803e+20;3.023;p k36;ca37;-31.0423;-0.928;0.0;0.0;0.0;0.0;-1.5
k36(p,g)ca37;4.372259246276675e+35;3.023;p k36;ca37;8.10168;-11.466;0.0;0.0;0.0;0.0;-1.5
k36(p,g)ca37;1.900573735358007e+17;3.023;p k36;ca37;-38.3067;-0.731;0.0;0.0;0.0;0.0;-1.5
k36(p,g)ca37;7.057665775491159e+35;3.023;p k36;ca37;8.10168;-8.332;0.0;0.0;0.0;0.0;-1.5
k36(p,g)ca37;6.068402909719372e+35;3.023;p k36;ca37;7.87853;-7.938;0.0;0.0;0.0;0.0;-1.5
k36(p,g)ca37;2.9633318182913787e+35;3.023;p k36;ca37;6.96602;-6.963;0.0;0.0;0.0;0.0;-1.5
k36(a,g)sc40;5.1016443032050575e+35;5.52197;he4 k36;sc40;46.095;0.0;-73.6116;-1.73961;-0.20965;-0.0277671;-0.666667
k37(n,g)k38;8.462045165216173e+38;12.0718;n k37;k38;8.98129;0.0;0.0;0.538174;-0.0208079;-0.00404949;0.0
k37(p,g)ca38;1.3198922735808762e+223;4.5473;p k37;ca38;36.2122;0.0;-30.0596;-2.56332;-2.026;0.289027;-0.666667
k37(a,g)sc41;8.855588299325538e+35;6.26711;he4 k37;sc41;50.601;0.0;-73.6776;-5.3733;0.685776;-0.123735;-0.666667
k38(n,g)k39;5.924145719016291e+40;13.0776;n k38;k39;13.7596;0.0;0.0;-0.161985;0.187817;-0.0320464;0.0
k38(p,g)ca39;3.464482761647105e+234;5.76268;p k38;ca39;36.0112;0.0;-30.0666;-1.25895;-2.18714;0.305897;-0.666667
k38(a,g)sc42;3.559794226507959e+35;5.74546;he4 k38;sc42;53.2593;0.0;-73.7407;-7.08848;0.322473;-0.0523557;-0.666667
k39(n,g)k40;9.580183409022455e+39;7.8;n k39;k40;11.4956;-0.25087;0.0;0.0;0.0;0.0;-1.5
k39(n,g)k40;4.44724361501768e+40;7.8;n k39;k40;13.8689;0.0;0.0;0.722254;-0.470738;0.0;0.0
k39(p,g)ca40;1.5869103817225388e+202;8.32823;p k39;ca40;37.939;0.0;-30.0732;-4.72696;-1.48282;0.245061;-0.666667
k39(a,g)sc43;3.956797526867744e+194;4.80583;he4 k39;sc43;54.1202;0.0;-73.8006;1.87885;-2.75862;0.279678;-0.666667
k40(n,g)k41;3.0856453520549004e+60;10.095;n k40;k41;16.703;0.0;0.0;-2.27157;0.535075;0.0;0.0
k40(p,g)ca41;6.546300452302265e+160;8.89153;p k40;ca41;35.0973;0.0;-30.0795;0.0447475;-1.69565;0.20173;-0.666667
k40(a,g)sc44;1.6466607012825151e+217;6.7058;he4 k40;sc44;55.9694;0.0;-73.858;-1.10691;-2.42921;0.294;-0.666667
k41(n,g)k42;3.819488020291335e+41;7.534;n k41;k42;16.8467;0.0;0.0;-4.0174;3.37262;-1.20907;0.0
k41(p,g)ca42;2.0569963114519965e+39;10.277;p k41;ca42;16.0218;-12.0;0.0;-1.68317;0.692171;-0.0831029;-1.5
k41(p,g)ca42;1.7011244055486843e+36;10.277;p k41;ca42;32.2014;0.0;-30.08;2.93877;2.77388;-4.8284;-0.666667
k41(a,g)sc45;2.3278749025768853e+238;7.93363;he4 k41;sc45;54.8015;0.0;-73.9127;0.81435;-2.90813;0.335176;-0.666667
k42(n,g)k43;8.33752562014021e+53;9.643;n k42;k43;17.0706;0.00011464;-0.278167;-1.18798;-0.154964;0.0229314;-0.166561
k42(p,g)ca43;1.07196222984405e+39;10.676;p k42;ca43;109.902;-4.83953;179.421;-302.216;16.9087;-0.956536;149.386
k42(a,g)sc46;inf;9.162;he4 k42;sc46;-837.782;13.276;-1444.93;2377.02;-142.659;8.19872;-1112.22
k43(n,g)k44;1.7939842213359687e+80;7.289;n k43;k44;6.00908;0.0258062;-4.17838;13.6934;-1.34815;0.0902499;-4.93285
k43(p,g)ca44;6.907911300296049e+38;12.165;p k43;ca44;113.428;-4.92141;184.43;-311.657;17.5759;-1.0033;153.486
k43(a,g)sc47;inf;10.163;he4 k43;sc47;-852.619;13.3039;-1456.98;2406.08;-144.317;8.28842;-1125.17
k44(n,g)k45;2.477340191805779e+41;8.869;n k44;k45;22.8112;-0.0494145;4.82096;-13.7693;1.12152;-0.0895938;4.71976
k44(p,g)ca45;8.284916690629587e+38;12.291;p k44;ca45;102.892;-4.93046;181.641;-298.012;16.3694;-0.923139;149.57
k44(a,g)sc48;inf;11.107;he4 k44;sc48;-832.035;13.4129;-1457.62;2383.2;-142.4;8.16278;-1118.51
k45(n,g)k46;2.0656284431144106e+40;6.882;n k45;k46;11.2022;-0.0224398;0.846638;0.963526;-0.0713414;-0.013947;-0.0632809
k45(p,g)ca46;4.350067324942171e+38;13.816;p k45;ca46;105.864;-4.97604;183.874;-304.097;16.8925;-0.961336;151.699
k45(a,g)sc49;inf;12.369;he4 k45;sc49;-845.662;13.5827;-1475.89;2416.42;-144.458;8.28494;-1133.69
k46(n,g)k47;2.5851394755084966e+49;8.349;n k46;k47;13.3;-0.0526583;3.435;-3.6976;-0.176925;0.0212584;2.06442
k46(p,g)ca47;2.3211543917859705e+39;14.21;p k46;ca47;94.1858;-4.96051;178.672;-285.662;14.9223;-0.761834;145.614
k46(a,g)sc50;inf;11.543;he4 k46;sc50;-867.353;13.8141;-1500.09;2464.55;-147.906;8.52911;-1154.49
k47(n,g)k48;4.805398148266269e+39;4.499;n k47;k48;21.6563;-0.0784677;7.74515;-18.7786;1.40252;-0.0758241;7.27806
k47(p,g)ca48;1.5809206683850405e+39;15.807;p k47;ca48;92.3806;-4.99171;178.903;-284.453;14.721;-0.738219;145.355
k47(a,g)sc51;inf;9.947;he4 k47;sc51;-876.404;13.9826;-1517.41;2491.61;-149.171;8.57652;-1168.1
k48(n,g)k49;1.666568460871972e+40;6.267;n k48;k49;17.3896;-0.0353762;3.18892;-8.24022;0.425119;-0.0299774;2.93541
k48(p,g)ca49;1.418627616660719e+39;16.455;p k48;ca49;99.8981;-5.10058;187.269;-302.167;16.1113;-0.833227;152.839
k48(a,g)sc52;inf;10.756;he4 k48;sc52;-875.269;14.0285;-1522.64;2495.5;-149.14;8.55442;-1171.04
k49(n,g)k50;4.006343067972975e+38;3.104;n k49;k50;13.5721;-0.0459114;3.71546;-8.28367;0.745259;-0.0640668;3.08787
k49(p,g)ca50;4.1032992207813136e+38;16.54;p k49;ca50;93.2617;-5.10049;184.177;-292.024;15.3032;-0.798175;149.246
k49(a,g)sc53;inf;10.874;he4 k49;sc53;-885.068;14.1342;-1534.93;2518.16;-150.563;8.63625;-1181.2
k50(n,g)k51;8.687379341869366e+48;4.341;n k50;k51;24.8722;0.0273876;0.424229;-14.3581;1.2293;-0.0878978;3.02981
k50(p,g)ca51;1.3750223442289536e+38;17.841;p k50;ca51;112.194;-5.24908;197.78;-327.253;18.3019;-1.0354;162.637
k50(a,g)sc54;inf;11.072;he4 k50;sc54;-897.581;14.4341;-1562.95;2561.07;-152.715;8.7449;-1203.06
k51(n,g)k52;9.903888448660246e+37;2.058;n k51;k52;17.2342;-0.0141804;2.25449;-11.4628;1.15112;-0.0960463;3.07642
k51(p,g)ca52;8.79159874941276e+37;18.576;p k51;ca52;111.184;-5.30773;200.505;-329.445;18.2784;-1.0279;164.328
k51(a,g)sc55;inf;11.815;he4 k51;sc55;-910.38;14.457;-1569.15;2578.85;-154.196;8.84634;-1209.33
k52(n,g)k53;1.4645609752174876e+39;3.835;n k52;k53;16.9699;-0.0205834;2.31648;-8.84146;0.589922;-0.0475069;2.6301
