name;maxEnergy;QValue,reactants;products;a0;a1;a2;a3;a4;a5;a6
k52(p,g)ca53;1.0484818769673003e+38;18.916;p k52;ca53;112.368;-5.35583;202.695;-332.534;18.3814;-1.02949;165.926
k52(a,g)sc56;inf;12.5;he4 k52;sc56;-918.503;14.5961;-1584.2;2604.95;-155.772;8.93662;-1221.6
k53(n,g)k54;9.287650873069174e+36;1.221;n k53;k54;18.0981;-0.0397892;4.5787;-17.4588;1.84174;-0.144478;5.208
k53(p,g)ca54;7.008179490678783e+37;20.217;p k53;ca54;117.594;-5.42527;207.416;-343.075;19.0432;-1.06432;170.202
k53(a,g)sc57;inf;13.333;he4 k53;sc57;-924.529;14.6923;-1595.26;2623.54;-156.928;9.0065;-1230.43
k54(n,g)k55;2.6905929236287964e+38;2.87;n k54;k55;13.9484;-0.00886369;0.892612;-5.82373;0.557574;-0.0520647;1.22698
k54(p,g)ca55;8.751846260489737e+37;20.861;p k54;ca55;122.476;-5.48443;211.12;-352.078;19.8166;-1.11917;173.598
k54(a,g)sc58;inf;14.336;he4 k54;sc58;-936.175;14.8052;-1608.5;2649.45;-158.607;9.10779;-1241.76
k55(n,g)k56;2.237800879178913e+37;1.676;n k55;k56;17.0572;-0.0611973;5.81455;-17.2695;1.65342;-0.134453;5.69124
k55(p,g)ca56;5.1648032050737625e+37;22.628;p k55;ca56;123.907;-5.53578;213.821;-356.989;20.1315;-1.13793;175.783
k55(a,g)sc59;inf;15.932;he4 k55;sc59;-944.63;14.9465;-1623.31;2674.42;-160.09;9.19352;-1253.64
k56(n,g)k57;3.6298357686489654e+38;2.874;n k56;k57;16.2953;-0.0257247;2.61778;-9.92324;0.757424;-0.0612534;2.86588
k56(p,g)ca57;1.0599529786151739e+38;21.497;p k56;ca57;125.426;-5.54271;212.718;-356.919;20.4313;-1.17354;175.036
k56(a,g)sc60;inf;16.172;he4 k56;sc60;-949.745;15.0384;-1633.31;2689.59;-160.846;9.23252;-1261.24
k57(n,g)k58;2.05099640055005e+47;0.257;n k57;k58;-4.26906;0.0575629;-6.36338;13.9304;-0.238568;-0.0480796;-6.12326
k57(p,g)ca58;2.895473196199397e+37;23.392;p k57;ca58;113.028;-5.47718;203.566;-335.501;18.9835;-1.08723;166.179
k57(a,g)sc61;inf;17.56;he4 k57;sc61;-957.776;15.1954;-1649.09;2714.23;-162.131;9.2993;-1273.56
k58(n,g)k59;8.849955017768049e+37;2.992;n k58;k59;17.5963;-0.0215618;2.85191;-13.1088;1.05669;-0.0770766;3.61409
k58(p,g)ca59;6.742247489686861e+37;23.626;p k58;ca59;121.933;-5.5596;209.958;-350.944;20.1898;-1.16673;172.209
k58(a,g)sc62;inf;17.678;he4 k58;sc62;-971.992;15.3689;-1667.34;2749.18;-164.41;9.43889;-1289.01
k59(p,g)ca60;4.85371234245157e+37;23.83;p k59;ca60;116.154;-5.57558;208.528;-343.539;19.4983;-1.11951;169.992
k59(a,g)sc63;inf;17.753;he4 k59;sc63;-974.432;15.4641;-1676.49;2760.47;-164.855;9.45317;-1295.25
ca33(n,g)ca34;3.304710806860049e+39;23.6983;n ca33;ca34;9.57736;0.0;0.0;-0.622548;0.340351;-0.0307837;0.0
ca33(a,g)ti37;1.6675207759567182e+35;8.57492;he4 ca33;ti37;43.1496;0.0;-75.9466;-0.908393;-0.276939;-0.0164977;-0.666667
ca34(n,g)ca35;5.0521844608658415e+42;16.6223;n ca34;ca35;9.89442;0.0;0.0;0.0618685;0.0394201;0.00182409;0.0
ca34(p,)sc35;6.3411061925368035e+137;-4.10103;p ca34;sc35;-16.0974;-47.5904;0.0;18.7003;-2.23638;0.185081;-1.5
ca34(a,g)ti38;1.1502412245093161e+35;6.47692;he4 ca34;ti38;45.2875;0.0;-76.0259;-1.81643;-0.299807;-0.0115079;-0.666667
ca35(n,g)ca36;8.490625813249232e+45;19.1127;n ca35;ca36;10.61;0.0;0.0;-0.017717;-0.0105587;0.00737899;0.0
ca35(p,)sc36;7.417540562675105e+157;-2.00703;p ca35;sc36;-17.041;-23.2906;0.0;19.5625;-2.69513;0.226635;-1.5
ca35(a,g)ti39;2.317517255791522e+35;5.52692;he4 ca35;ti39;45.1043;0.0;-76.1016;-0.913501;-0.502372;0.00757111;-0.666667
ca36(n,g)ca37;7.582773721950039e+39;14.7677;n ca36;ca37;11.7923;0.0;0.0;-0.659533;0.236318;-0.0257033;0.0
ca36(p,)sc37;5.429011172350935e+97;-1.99139;p ca36;sc37;-14.5883;-23.1091;0.0;16.7352;-1.67848;0.120144;-1.5
ca36(a,g)ti40;3.692855605314563e+35;4.83583;he4 ca36;ti40;49.6465;0.0;-76.1732;-4.87682;1.31056;-0.240342;-0.666667
ca37(n,g)ca38;9.050917601416908e+39;16.9941;n ca37;ca38;10.5086;0.0;0.0;-0.222812;0.169715;-0.0108234;0.0
ca37(p,)sc38;1.2116366501101477e+151;-0.909729;p ca37;sc38;-18.4754;-10.557;0.0;19.6599;-2.5569;0.213755;-1.5
ca37(a,g)ti41;1.0682865671293934e+35;4.98922;he4 ca37;ti41;51.8981;0.0;-76.2415;-6.81204;0.91107;-0.146955;-0.666667
ca38(n,g)ca39;1.2143834584352593e+40;13.2872;n ca38;ca39;12.0675;0.0;0.0;-0.418748;0.243656;-0.0268305;0.0
ca38(p,)sc39;1.7709308216078816e+173;-0.601538;p ca38;sc39;-17.7938;-6.98055;0.0;20.4307;-2.70468;0.242514;-1.5
ca38(a,g)ti42;1.287870826063208e+36;5.48794;he4 ca38;ti42;58.4869;0.0;-76.3063;-10.7213;0.926161;-0.0855699;-0.666667
ca39(n,g)ca40;1.744132356306061e+39;15.6432;n ca39;ca40;9.33485;0.0;0.0;0.436603;0.098368;-0.0226294;0.0
ca39(p,g)sc40;5.3251775972933514e+188;0.538;p ca39;sc40;-112.187;-9.14242;57.3343;63.0638;-6.14113;0.364866;-1.5
ca39(p,g)sc40;1.1959460698755182e+32;0.538;p ca39;sc40;-6.57956;-2.732;0.0;-5.8648;8.4718;-1.79344;-1.5
ca39(p,g)sc40;3.409416820814073e+31;0.538;p ca39;sc40;16.5177;0.0;-30.6064;7.64941;-1.29835;-1.0;-0.666667
ca39(a,g)ti43;2.4330313721420323e+284;4.47162;he4 ca39;ti43;57.6074;0.0;-76.3683;-1.90759;-2.91291;0.389632;-0.666667
ca40(n,g)ca41;2.05710206436942e+40;8.363;n ca40;ca41;11.6558;-0.172713;0.0;0.0;0.0;0.0;-1.5
ca40(n,g)ca41;2.9429787745180563e+69;8.363;n ca40;ca41;16.5497;0.0;0.0;-3.3742;0.750377;0.0;1.0
ca40(p,g)sc41;2.3376247671397308e+34;1.08509;p ca40;sc41;5.62969;-7.32236;0.0;0.0;0.0;0.0;-1.5
ca40(p,g)sc41;1.1583980963276886e+30;1.08509;p ca40;sc41;20.0077;0.0;-31.1711;0.0;0.0;-1.0;-0.666667
ca40(p,g)sc41;5.42251539676928e+36;1.08509;p ca40;sc41;50.687;-33.5123;0.0;-33.7287;5.22449;-0.357104;-1.5
ca40(a,g)ti44;1.4937452413091556e+243;5.1271;he4 ca40;ti44;53.75;0.0;-76.4273;3.87451;-3.61477;0.367451;-0.666667
ca41(n,g)ca42;2.193304988400743e+59;11.481;n ca41;ca42;16.3387;0.0;0.0;-1.74001;0.486566;0.0;0.0
ca41(p,g)sc42;2.3118758740021433e+212;4.27245;p ca41;sc42;39.315;0.0;-31.1321;-6.33393;-1.39316;0.255024;-0.666667
ca41(a,g)ti45;2.080170898555451e+139;6.29289;he4 ca41;ti45;54.6305;0.0;-76.4839;3.03748;-2.59814;0.210582;-0.666667
ca42(n,g)ca43;1.4722505948798204e+40;7.933;n ca42;ca43;11.7025;-0.207925;0.0;0.0;0.0;0.0;-1.5
ca42(n,g)ca43;6.174866887150855e+40;7.933;n ca42;ca43;14.2055;0.0;0.0;0.0;1.24258;-0.870854;0.0
ca42(p,g)sc43;7.105797653740498e+173;4.92983;p ca42;sc43;35.8192;0.0;-31.1381;-0.151667;-1.76926;0.219569;-0.666667
ca42(a,g)ti46;1.6435989830729668e+93;8.00127;he4 ca42;ti46;54.833;0.0;-76.5379;2.80099;-2.34788;0.150014;-0.666667
ca43(n,g)ca44;2.0887856315052167e+70;11.132;n ca43;ca44;17.418;0.0;0.0;-2.64977;0.771581;0.0;0.0
ca43(p,g)sc44;1.2129310524194592e+153;6.69643;p ca43;sc44;34.9383;0.0;-31.1437;1.02701;-1.81612;0.197287;-0.666667
ca43(a,g)ti47;8.714172597421969e+119;8.94867;he4 ca43;ti47;60.4703;0.0;-76.5897;-7.46117;-0.574977;0.115742;-0.666667
ca44(n,g)ca45;inf;7.415;n ca44;ca45;9.56181;0.0;0.0;8.59388;-6.17541;1.87928;0.0
ca44(n,g)ca45;1.6724930349941672e+40;7.415;n ca44;ca45;11.932;-0.206333;0.0;0.0;0.0;0.0;-1.5
ca44(p,g)sc45;2.3218976657434062e+116;6.88828;p ca44;sc45;35.0037;0.0;-31.1491;0.402181;-1.30287;0.135535;-0.666667
ca44(a,g)ti48;inf;9.44416;he4 ca44;ti48;55.9169;0.0;-76.6391;2.70825;-4.48808;0.582872;-0.666667
ca45(n,g)ca46;2.9213855691064848e+41;10.394;n ca45;ca46;16.2195;0.0;0.0;-2.69533;1.54685;-0.646647;0.0
ca45(p,g)sc46;1.3394613724646538e+138;8.23414;p ca45;sc46;38.986;0.0;-31.1543;-6.97397;-0.344025;0.128258;-0.666667
ca45(a,g)ti49;4.1014409334188876e+36;10.1718;he4 ca45;ti49;57.6604;0.0;-76.6866;-9.95306;1.72367;-0.226004;-0.666667
ca46(n,g)ca47;1.0996010520258773e+40;7.276;n ca46;ca47;12.1561;-0.303773;0.0;0.0;0.0;0.0;-1.5
ca46(n,g)ca47;2.4377559152318743e+40;7.276;n ca46;ca47;12.699;0.0;0.0;0.247229;0.0;0.0;0.0
ca46(p,g)sc47;2.375992640674571e+57;8.48601;p ca46;sc47;34.3625;0.0;-31.1593;0.979497;-1.14947;0.064347;-0.666667
ca46(a,g)ti50;3.982843901501649e+36;10.7165;he4 ca46;ti50;62.9052;0.0;-76.732;-13.6546;1.61796;-0.159;-0.666667
ca47(n,g)ca48;9.672400168718288e+40;9.94532;n ca47;ca48;15.2216;0.0;0.0;-2.88636;0.79581;-0.0872236;0.0
ca47(p,g)sc48;1.0315453295526894e+43;9.44495;p ca47;sc48;29.5755;0.0;-31.164;-2.03245;0.0494826;0.00201831;-0.666667
ca47(a,g)ti51;1.4880496655968475e+49;9.81264;he4 ca47;ti51;50.6782;0.0;-76.7758;-1.97823;-0.552991;0.0318371;-0.666667
ca48(n,g)ca49;2.0317207360780906e+39;5.147;n ca48;ca49;11.7505;0.0;0.0;0.0;0.0;0.0;0.0
ca48(p,g)sc49;7.220298194143217e+175;9.62721;p ca48;sc49;33.8574;0.0;-31.1685;2.20987;-2.24347;0.239302;-0.666667
ca48(a,g)ti52;5.705589607569188e+35;7.67562;he4 ca48;ti52;57.3374;0.0;-76.8177;-9.55565;1.18188;-0.157384;-0.666667
ca49(n,g)ca50;8.731399548596461e+39;6.353;n ca49;ca50;21.0163;-0.0697085;6.48681;-17.1936;1.69568;-0.131467;6.07819
ca49(p,g)sc50;1.5511225144926281e+38;10.537;p ca49;sc50;109.628;-5.34377;197.859;-324.035;17.9116;-1.00255;162.032
ca49(a,g)ti53;inf;7.96;he4 ca49;ti53;-913.506;14.6277;-1588.83;2604.09;-155.396;8.89479;-1222.49
ca50(n,g)ca51;1.0092366964549327e+81;4.405;n ca50;ca51;1.50354;0.0483998;-5.79254;16.6033;-1.53844;0.0986748;-6.10404
ca50(p,g)sc51;9.52905317122436e+37;10.936;p ca50;sc51;105.794;-5.37207;197.625;-320.222;17.5567;-0.983143;161.112
ca50(a,g)ti54;inf;8.461;he4 ca50;ti54;-928.574;14.77;-1604.6;2636.52;-157.907;9.06815;-1236.04
ca51(n,g)ca52;6.062669249227968e+38;4.676;n ca51;ca52;20.005;-0.0825837;7.54703;-20.2616;2.09021;-0.169361;7.03609
ca51(p,g)sc52;8.0600259442315505e+37;11.84;p ca51;sc52;110.298;-5.45035;203.049;-331.437;18.469;-1.05349;165.913
ca51(a,g)ti55;inf;8.226;he4 ca51;ti55;-932.655;14.8636;-1614.89;2650.59;-158.32;9.06552;-1243.63
ca52(n,g)ca53;1.1541236752383712e+38;2.398;n ca52;ca53;23.521;-0.075544;8.1754;-25.3734;2.90468;-0.267136;8.51375
ca52(p,g)sc53;6.356070356746826e+37;13.549;p ca52;sc53;112.429;-5.51426;206.74;-337.891;18.8846;-1.08195;168.898
ca52(a,g)ti56;inf;9.048;he4 ca52;ti56;-942.635;14.9961;-1629.11;2674.78;-159.656;9.12532;-1255.04
ca53(n,g)ca54;8.835334245064833e+38;5.136;n ca53;ca54;12.0416;-0.0233799;1.30858;-4.12723;0.782238;-0.10254;0.914902
ca53(p,g)sc54;7.390511573559991e+37;13.931;p ca53;sc54;115.443;-5.55939;209.109;-343.474;19.2938;-1.10445;171.077
ca53(a,g)ti57;inf;11.287;he4 ca53;ti57;-957.886;15.1479;-1646.26;2709.91;-162.164;9.30266;-1270.0
ca54(n,g)ca55;2.4597256620704717e+37;1.865;n ca54;ca55;13.5476;-0.0370465;3.56991;-10.7607;1.64898;-0.185387;3.51288
ca54(p,g)sc55;1.0210772719612708e+37;14.0;p ca54;sc55;110.448;-5.57956;208.342;-339.492;18.9362;-1.07742;169.833
ca54(a,g)ti58;inf;12.087;he4 ca54;ti58;-965.051;15.2868;-1660.5;2732.15;-163.312;9.35233;-1281.03
ca55(n,g)ca56;1.064012371920965e+38;4.637;n ca55;ca56;19.3757;-0.0425057;5.10188;-17.6781;1.97268;-0.183766;5.68599
ca55(p,g)sc56;3.6978565209240413e+37;14.878;p ca55;sc56;112.607;-5.61256;209.196;-341.215;19.1038;-1.09117;170.425
ca55(a,g)ti59;inf;12.646;he4 ca55;ti59;-973.538;15.3908;-1672.67;2754.31;-164.703;9.44182;-1291.12
ca56(n,g)ca57;1.1051214344416134e+36;0.545;n ca56;ca57;24.3732;-0.157915;15.5102;-39.5705;4.43974;-0.388075;14.6898
ca56(p,g)sc57;3.76241384095697e+37;14.909;p ca56;sc57;112.194;-5.65834;210.865;-342.153;19.058;-1.08931;171.32
ca56(a,g)ti60;inf;13.554;he4 ca56;ti60;-979.171;15.4996;-1684.23;2771.82;-165.576;9.4798;-1299.95
ca57(n,g)ca58;5.2841363044857814e+38;4.769;n ca57;ca58;12.0267;-0.0473973;3.25034;-6.64268;0.662637;-0.0861883;2.35096
ca57(p,g)sc58;3.4572051108060513e+37;16.588;p ca57;sc58;107.93;-5.66518;208.632;-335.23;18.4839;-1.04516;168.676
ca57(a,g)ti61;inf;15.128;he4 ca57;ti61;-993.557;15.6739;-1702.8;2807.38;-167.977;9.63883;-1315.69
ca58(n,g)ca59;2.935263684907848e+35;0.491;n ca58;ca59;19.2763;-0.0787846;8.41684;-27.7207;3.83183;-0.364461;8.86453
ca58(p,g)sc59;3.364352365955104e+37;16.285;p ca58;sc59;108.925;-5.72813;212.001;-339.649;18.6725;-1.05517;171.087
ca58(a,g)ti62;inf;15.119;he4 ca58;ti62;-998.774;15.7528;-1711.98;2821.55;-168.653;9.6649;-1322.76
ca59(n,g)ca60;8.449418110241715e+37;3.196;n ca59;ca60;9.31747;-0.00609877;-0.294385;-1.46586;0.823214;-0.134837;-0.4325
ca59(p,g)sc60;3.3523401296682203e+37;17.71;p ca59;sc60;107.14;-5.76038;212.354;-338.106;18.4559;-1.03217;170.799
ca59(a,g)ti63;inf;15.564;he4 ca59;ti63;-1011.61;15.9092;-1728.72;2853.27;-170.759;9.80068;-1336.86
ca60(n,g)ca61;1.9711579742817542e+90;0.757;n ca60;ca61;25.3694;0.185843;-6.2167;-17.5061;3.14354;-0.33536;2.31692
ca60(p,g)sc61;2.2357045141645896e+37;18.776;p ca60;sc61;108.204;-5.80337;214.386;-341.779;18.7004;-1.0484;172.436
ca60(a,g)ti64;inf;16.962;he4 ca60;ti64;-1020.2;16.0556;-1743.54;2877.13;-172.044;9.8641;-1348.49
ca61(p,g)sc62;3.860942932673607e+37;18.394;p ca61;sc62;102.513;-5.80507;211.367;-331.918;17.8601;-0.980418;168.809
ca61(a,g)ti65;inf;16.614;he4 ca61;ti65;-1026.75;16.148;-1754.44;2896.66;-173.299;9.94858;-1357.46
sc35(n,g)sc36;2.0867262192512904e+45;19.2233;n sc35;sc36;7.75928;0.0;0.0;1.24799;-0.0704306;0.00810055;0.0
sc35(a,g)v39;1.6442406175408096e+35;7.61492;he4 sc35;v39;44.5395;0.0;-78.6193;-0.900781;-0.324011;-0.0113464;-0.666667
sc36(n,g)sc37;7.972464847945089e+47;19.1283;n sc36;sc37;7.99403;0.0;0.0;1.91207;-0.183511;0.0145845;0.0
sc36(p,)ti37;1.7022419130601533e+166;-0.671029;p sc36;ti37;-19.8508;-7.78696;0.0;19.4414;-2.68762;0.237237;-1.5
sc36(a,g)v40;1.5754910212121964e+39;5.99292;he4 sc36;v40;44.4873;0.0;-78.6932;-0.0530652;-0.629411;0.0237465;-0.666667
sc37(n,g)sc38;4.708981642226368e+39;15.8493;n sc37;sc38;8.49009;0.0;0.0;0.773035;0.0524431;-0.00439746;0.0
sc37(p,g)ti38;2.6455984270336797e+74;1.02897;p sc37;ti38;36.3087;0.0;-32.1339;-9.1348;0.11336;0.045814;-0.666667
sc37(a,g)v41;2.3355286681950514e+35;5.47092;he4 sc37;v41;46.1396;0.0;-78.7634;-0.810841;-0.485009;0.00342062;-0.666667
sc38(n,g)sc39;2.295051432545033e+60;17.3023;n sc38;sc39;7.54137;0.0;0.0;2.29167;-0.309687;0.0332207;0.0
sc38(p,g)ti39;1.4371705864277193e+273;0.851971;p sc38;ti39;37.621;0.0;-32.1413;-4.55276;-2.24702;0.357394;-0.666667
sc38(a,g)v42;3.2191903601751095e+35;5.65692;he4 sc38;v42;46.8314;0.0;-78.8304;-0.806462;-0.549318;0.00970364;-0.666667
sc39(n,g)sc40;2.402787012242235e+42;14.4265;n sc39;sc40;9.20064;0.0;0.0;1.24481;-0.0745803;0.00467306;0.0
sc39(p,g)ti40;8.037679719412007e+36;1.97123;p sc39;ti40;42.3709;0.0;-32.1484;-15.0165;1.54165;-0.0793546;-0.666667
sc39(a,g)v43;4.9822721315686e+52;6.07053;he4 sc39;v43;45.9631;0.0;-78.8941;0.407416;-0.76983;0.0430663;-0.666667
sc40(n,g)sc41;3.779464672362678e+42;16.1905;n sc40;sc41;11.0811;0.0;0.0;0.753376;-0.0291255;0.00291754;0.0
sc40(p,g)ti41;6.557275582363199e+248;2.46574;p sc40;ti41;38.6297;0.0;-32.1551;-4.65671;-1.9518;0.316964;-0.666667
sc40(a,g)v44;2.0552848057016506e+75;5.63778;he4 sc40;v44;48.2611;0.0;-78.955;-0.0421316;-1.05779;0.0805568;-0.666667
sc41(n,g)sc42;1.5285419689255214e+39;11.5502;n sc41;sc42;10.6014;0.0;0.0;-1.01509;0.362316;-0.0412181;0.0
sc41(p,g)ti42;1.0648958986802019e+254;3.76813;p sc41;ti42;38.3524;0.0;-32.1615;-3.68811;-2.01234;0.3232;-0.666667
sc41(a,g)v45;4.8379736807415404e+35;5.66215;he4 sc41;v45;53.2525;0.0;-79.013;-6.64623;1.10793;-0.169427;-0.666667
sc42(n,g)sc43;1.217714871245613e+41;12.138;n sc42;sc43;14.9443;0.0;0.0;-0.921604;0.333782;-0.0404241;0.0
sc42(p,g)ti43;1.1051235860770855e+274;4.48883;p sc42;ti43;35.7889;0.0;-32.1676;1.2856;-2.95494;0.378749;-0.666667
sc42(a,g)v46;1.5614862192182853e+35;7.37669;he4 sc42;v46;51.7727;0.0;-79.0687;-4.25493;0.184703;-0.0785452;-0.666667
sc43(n,g)sc44;2.2312371950946097e+41;9.69948;n sc43;sc44;15.7633;0.0;0.0;-0.575865;0.0565199;-0.0129886;0.0
sc43(p,g)ti44;3.7445275329620056e+225;8.6495;p sc43;ti44;36.8432;0.0;-32.1734;-1.77078;-2.21706;0.298499;-0.666667
sc43(a,g)v47;2.139990418376604e+37;8.23904;he4 sc43;v47;59.0195;0.0;-79.122;-7.07006;0.424183;-0.0665231;-0.666667
sc44(n,g)sc45;8.73488436608723e+41;11.323;n sc44;sc45;17.0705;0.0;0.0;-1.31922;0.167096;-0.0191676;0.0
sc44(p,g)ti45;4.301682462513865e+175;8.47862;p sc44;ti45;35.1446;0.0;-32.179;1.40668;-2.02828;0.230326;-0.666667
sc44(a,g)v48;5.110686386855242e+44;9.08421;he4 sc44;v48;56.6322;0.0;-79.1731;-4.22583;-0.427863;0.0235817;-0.666667
sc45(n,g)sc46;inf;8.761;n sc45;sc46;16.3454;0.0;0.0;0.555316;-2.4462;1.29049;0.0
sc45(p,g)ti46;5.502795622253722e+123;10.3446;p sc45;ti46;34.8383;0.0;-32.1843;1.38642;-1.64811;0.157323;-0.666667
sc45(a,g)v49;5.807875316261781e+183;9.31407;he4 sc45;v49;60.1427;0.0;-79.222;-5.31022;-1.37323;0.21679;-0.666667
sc46(n,g)sc47;8.057021674676756e+41;10.644;n sc46;sc47;17.7335;-0.0211697;1.157;-3.39674;0.179575;-0.00780135;0.783491
sc46(p,g)ti47;2.3242472857383318e+39;10.462;p sc46;ti47;134.507;-5.50507;212.079;-358.599;19.2793;-1.01913;176.254
sc46(a,g)v50;inf;9.884;he4 sc46;v50;-953.322;15.73;-1681.31;2743.27;-162.405;9.24681;-1292.78
sc47(n,g)sc48;1.911373032087289e+41;8.233;n sc47;sc48;14.3286;-0.0127821;0.297987;0.438296;0.0468739;-0.0255895;-0.227277
sc47(p,g)ti48;1.0082550603415623e+39;11.444;p sc47;ti48;50.4169;-5.06842;155.189;-211.783;9.70286;-0.48757;117.307
sc47(a,g)v51;inf;10.291;he4 sc47;v51;-1038.06;15.2937;-1682.84;2838.54;-171.874;9.93236;-1317.42
sc48(n,g)sc49;9.184204177653175e+40;10.131;n sc48;sc49;17.731;-0.026995;2.32858;-6.44325;0.608389;-0.0534156;2.13196
sc48(p,g)ti49;9.055439122466969e+38;11.354;p sc48;ti49;101.172;-5.49324;198.826;-313.844;17.0251;-0.945704;159.404
sc48(a,g)v52;inf;9.369;he4 sc48;v52;-957.316;15.0869;-1642.74;2707.58;-162.101;9.30824;-1268.27
sc49(n,g)sc50;2.006522454234223e+40;6.057;n sc49;sc50;23.5242;-0.0831821;7.90963;-20.481;1.92991;-0.147799;7.4351
sc49(p,g)ti50;4.267066193633009e+38;12.163;p sc49;ti50;106.943;-5.43496;195.561;-317.373;17.5352;-0.999861;159.384
sc49(a,g)v53;inf;7.717;he4 sc49;v53;-1034.46;14.947;-1662.68;2812.64;-170.886;9.89784;-1302.87
sc50(n,g)sc51;2.45630644293217e+40;6.753;n sc50;sc51;22.7961;-0.0818207;7.74992;-19.1066;1.6014;-0.121029;7.18054
sc50(p,g)ti51;2.3214798085123937e+38;12.478;p sc50;ti51;116.516;-5.59095;208.759;-343.038;19.191;-1.09756;171.101
sc50(a,g)v54;inf;7.774;he4 sc50;v54;-973.617;15.4691;-1677.84;2760.39;-165.157;9.49393;-1294.31
sc51(n,g)sc52;1.130388580246194e+41;5.308;n sc51;sc52;10.363;0.00909831;-1.80515;4.00225;-0.0935958;-0.0239033;-2.02516
sc51(p,g)ti52;1.2939188467727193e+39;13.534;p sc51;ti52;119.454;-5.67361;214.069;-352.444;19.6199;-1.05951;175.464
sc51(a,g)v55;inf;8.354;he4 sc51;v55;-965.478;15.4104;-1673.44;2746.58;-164.048;9.40104;-1289.01
sc52(n,g)sc53;1.7042121420474903e+40;6.385;n sc52;sc53;16.5877;-0.0286004;2.38883;-6.59918;0.475574;-0.0480182;2.15686
sc52(p,g)ti53;1.3379396079222856e+38;13.658;p sc52;ti53;114.282;-5.67647;211.542;-344.346;19.1043;-1.08459;172.594
sc52(a,g)v56;inf;8.126;he4 sc52;v56;-971.675;15.4954;-1683.12;2762.77;-165.081;9.46536;-1296.48
sc53(n,g)sc54;8.053263813654837e+38;3.302;n sc53;sc54;18.2633;-0.0420072;4.0652;-13.3843;1.65313;-0.152463;4.13399
sc53(p,g)ti54;8.665620059813686e+37;14.128;p sc53;ti54;117.472;-5.74326;215.596;-352.542;19.7383;-1.1313;176.053
sc53(a,g)v57;inf;7.933;he4 sc53;v57;-981.27;15.6178;-1697.1;2787.5;-166.516;9.53982;-1308.01
sc54(n,g)sc55;2.4494353669630396e+38;2.576;n sc54;sc55;19.1379;-0.018177;2.62076;-13.4451;1.10543;-0.0799585;3.53093
sc54(p,g)ti55;7.599759300523723e+37;14.996;p sc54;ti55;121.76;-5.78494;218.064;-359.658;20.2482;-1.16039;178.65
sc54(a,g)v58;inf;8.74;he4 sc54;v58;-948.544;19.8149;-1972.08;3031.21;-171.808;9.4915;-1471.3
sc55(n,g)sc56;4.344150219740692e+38;2.743;n sc55;sc56;16.2134;-0.0329892;3.0244;-10.37;1.18614;-0.115517;3.05336
sc55(p,g)ti56;4.40224671356164e+37;17.917;p sc55;ti56;112.22;-5.79054;214.728;-346.866;19.2208;-1.09296;174.296
sc55(a,g)v59;inf;11.833;he4 sc55;v59;-956.051;19.9165;-1983.25;3051.03;-172.976;9.55204;-1480.2
sc56(n,g)sc57;6.83418306056509e+39;4.668;n sc56;sc57;18.7721;-0.0247977;2.63174;-9.78581;0.639582;-0.0527231;2.90641
sc56(p,g)ti57;7.103618413310776e+37;17.703;p sc56;ti57;111.961;-5.82105;215.011;-345.931;19.0486;-1.07651;174.115
sc56(a,g)v60;inf;12.14;he4 sc56;v60;-966.999;20.1488;-2005.1;3085.46;-174.888;9.66056;-1497.13
sc57(n,g)sc58;1.600930220331753e+38;2.224;n sc57;sc58;15.8392;-0.0388071;3.51354;-11.4275;1.29815;-0.12705;3.46351
sc57(p,g)ti58;5.542749891305564e+37;18.971;p sc57;ti58;113.047;-5.88594;218.511;-350.953;19.3092;-1.09188;176.686
sc57(a,g)v61;inf;13.163;he4 sc57;v61;-974.059;20.2773;-2018.02;3106.15;-176.075;9.72327;-1507.02
sc58(n,g)sc59;3.773225789016421e+39;4.466;n sc58;sc59;17.4603;-0.0188125;1.97083;-8.24667;0.562447;-0.0513237;2.26354
sc58(p,g)ti59;7.966268761260305e+37;19.171;p sc58;ti59;114.772;-5.93259;220.65;-354.372;19.4385;-1.09239;178.317
sc58(a,g)v62;inf;14.001;he4 sc58;v62;-984.859;20.4932;-2038.66;3139.09;-177.901;9.82714;-1523.14
sc59(n,g)sc60;6.968829694143799e+37;1.916;n sc59;sc60;15.7084;-0.0427062;3.88904;-12.503;1.47801;-0.146101;3.82569
sc59(p,g)ti60;4.755678483571064e+37;20.25;p sc59;ti60;115.448;-5.99145;223.65;-358.838;19.7163;-1.10972;180.502
sc59(a,g)v63;inf;14.725;he4 sc59;v63;-993.291;20.6514;-2053.96;3163.69;-179.302;9.90166;-1534.9
sc60(n,g)sc61;1.3593048986050345e+39;4.262;n sc60;sc61;17.8433;-0.0154682;1.93524;-9.71256;0.672853;-0.0559046;2.50982
sc60(p,g)ti61;6.645398850374318e+37;20.453;p sc60;ti61;117.025;-6.03225;225.319;-361.747;19.8698;-1.11433;181.78
sc60(a,g)v64;inf;14.479;he4 sc60;v64;-1003.3;20.8639;-2074.31;3195.57;-181.018;9.99851;-1550.74
sc61(n,g)sc62;1.6171524685047933e+35;0.375;n sc61;sc62;-1.57564;0.00629914;-2.05786;5.17579;1.07765;-0.182021;-2.58
sc61(p,g)ti62;3.763746212182457e+37;20.951;p sc61;ti62;115.345;-6.07072;226.344;-361.842;19.8781;-1.11646;182.151
